"nome";"mortalidade";"bcg";"hepb";"hib3";"ipv1";"mcv1";"pcv3";"pol3";"rcv1";"rotac";"yfv";"dtp3"
"Malawi";"82.9";"0.97";"0.93";"0.93";NULL;"0.93";NULL;"0.86";NULL;NULL;NULL;"0.93"
"Ethiopia";"82.5";"0.76";"0.62";"0.62";NULL;"0.64";NULL;"0.69";NULL;NULL;NULL;"0.61"
"Zambia";"78.5";"0.92";"0.83";"0.83";NULL;"0.96";NULL;"0.8";NULL;NULL;NULL;"0.83"
"Uganda";"76.2";"0.86";"0.8";"0.8";NULL;"0.73";NULL;"0.79";NULL;NULL;NULL;"0.8"
"Djibouti";"75.9";"0.9";"0.88";"0.88";NULL;"0.85";NULL;"0.88";NULL;NULL;NULL;"0.88"
"Sudan";"74.4";"0.9";"0.75";"0.75";NULL;"0.9";NULL;"0.9";NULL;NULL;NULL;"0.9"
"Gambia. The";"73.3";"0.92";"0.97";"0.97";NULL;"0.92";"0.99";"0.97";NULL;NULL;"0.92";"0.97"
"Comoros";"72.7";"0.76";"0.74";"0.74";NULL;"0.72";NULL;"0.82";NULL;NULL;NULL;"0.74"
"Timor-Leste";"71.5";"0.79";"0.72";NULL;NULL;"0.66";NULL;"0.72";NULL;NULL;NULL;"0.72"
"Madagascar";"70.6";"0.76";"0.7";"0.71";NULL;"0.66";NULL;"0.7";NULL;NULL;NULL;"0.7"
"Ghana";"69.7";"0.99";"0.94";"0.94";NULL;"0.93";NULL;"0.94";NULL;NULL;"0.93";"0.94"
"Tanzania";"68.9";"0.99";"0.91";"0.91";NULL;"0.92";NULL;"0.94";NULL;NULL;NULL;"0.91"
"Lao PDR";"67.7";"0.72";"0.74";"0.74";NULL;"0.64";NULL;"0.76";NULL;NULL;NULL;"0.74"
"Senegal";"66.3";"0.97";"0.89";"0.89";NULL;"0.81";NULL;"0.76";NULL;NULL;"0.8";"0.89"
"Rwanda";"63.8";"0.99";"0.97";"0.97";NULL;"0.95";"0.97";"0.93";NULL;NULL;NULL;"0.97"
"Myanmar";"63.2";"0.93";"0.92";NULL;NULL;"0.88";NULL;"0.9";NULL;NULL;NULL;"0.9"
"Congo. Rep.";"62.3";"0.95";"0.74";"0.74";NULL;"0.75";NULL;"0.72";NULL;NULL;"0.75";"0.74"
"Gabon";"61.9";"0.94";"0.67";"0.67";NULL;"0.62";NULL;"0.68";NULL;NULL;"0.61";"0.67"
"Botswana";"58.7";"0.98";"0.95";NULL;NULL;"0.96";NULL;"0.96";NULL;NULL;NULL;"0.95"
"Kiribati";"58.4";"0.87";"0.91";"0.91";NULL;"0.89";NULL;"0.95";"0.89";NULL;NULL;"0.91"
"Papua New Guinea";"58.4";"0.88";"0.67";"0.67";NULL;"0.63";NULL;"0.61";NULL;NULL;NULL;"0.55"
"India";"58.1";"0.89";"0.38";NULL;NULL;"0.82";NULL;"0.76";NULL;NULL;NULL;"0.79"
"Mauritania";"56.4";"0.85";"0.64";"0.64";NULL;"0.67";NULL;"0.52";NULL;NULL;NULL;"0.64"
"Eritrea";"55.2";"0.96";"0.95";"0.95";NULL;"0.95";NULL;"0.95";NULL;NULL;NULL;"0.95"
"Yemen. Rep.";"55.1";"0.65";"0.76";"0.75";NULL;"0.68";NULL;"0.77";NULL;NULL;NULL;"0.76"
"Kenya";"53.3";"0.99";"0.9";"0.9";NULL;"0.86";NULL;"0.9";NULL;NULL;"0.01";"0.9"
"South Africa";"51.6";"0.81";"0.71";"0.72";NULL;"0.72";"0.58";"0.72";NULL;"0.6";NULL;"0.77"
"Namibia";"49.4";"0.88";"0.83";"0.83";NULL;"0.75";NULL;"0.83";NULL;NULL;NULL;"0.83"
"Bangladesh";"49.1";"0.98";"0.94";"0.94";NULL;"0.88";NULL;"0.94";NULL;NULL;NULL;"0.94"
"Nepal";"48.1";"0.94";"0.82";NULL;NULL;"0.86";NULL;"0.83";NULL;NULL;NULL;"0.82"
"Cambodia";"43.8";"0.95";"0.91";"0.86";NULL;"0.9";NULL;"0.9";NULL;NULL;NULL;"0.9"
"Turkmenistan";"43.2";"0.99";"0.96";"0.58";NULL;"0.99";NULL;"0.96";"0.99";NULL;NULL;"0.96"
"Tajikistan";"42.9";"0.98";"0.93";"0.93";NULL;"0.94";NULL;"0.95";"0.94";NULL;NULL;"0.93"
"Bolivia";"42";"0.98";"0.91";"0.91";NULL;"0.88";NULL;"0.9";"0.88";"0.87";"0.74";"0.91"
"Bhutan";"40.2";"0.96";"0.91";NULL;NULL;"0.95";NULL;"0.92";"0.95";NULL;NULL;"0.91"
"Marshall Islands";"39.1";"0.99";"0.97";"0.92";NULL;"0.97";"0.24";"0.95";"0.97";"0.25";NULL;"0.94"
"Azerbaijan";"37.5";"0.98";"0.8";NULL;NULL;"0.89";NULL;"0.85";"0.89";NULL;NULL;"0.81"
"Nauru";"37.5";"0.99";"0.99";"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Guyana";"37.4";"0.98";"0.95";"0.95";NULL;"0.95";NULL;"0.95";"0.95";"0.39";"0.94";"0.95"
"Sao Tome and Principe";"36.2";"0.99";"0.98";"0.98";NULL;"0.92";NULL;"0.98";NULL;NULL;"0.92";"0.98"
"Dominican Republic";"35.1";"0.98";"0.83";"0.81";NULL;"0.85";NULL;"0.85";"0.85";NULL;NULL;"0.88"
"Guatemala";"34.8";"0.99";"0.94";"0.94";NULL;"0.93";NULL;"0.94";"0.93";"0.38";NULL;"0.94"
"Iraq";"34.8";"0.9";"0.72";NULL;NULL;"0.75";NULL;"0.74";"0.77";NULL;NULL;"0.74"
"Micronesia. Fed. Sts.";"34.7";"0.7";"0.88";"0.7";NULL;"0.8";"0.7";"0.85";"0.8";"0.7";NULL;"0.85"
"Indonesia";"33.7";"0.88";"0.83";NULL;NULL;"0.78";NULL;"0.82";NULL;NULL;NULL;"0.81"
"Tuvalu";"31.3";"0.99";"0.89";"0.89";NULL;"0.85";NULL;"0.89";"0.85";NULL;NULL;"0.89"
"Morocco";"31.2";"0.99";"0.98";"0.99";NULL;"0.98";"0.01";"0.99";NULL;"0.02";NULL;"0.99"
"Uzbekistan";"30.3";"0.99";"0.99";"0.99";NULL;"0.98";NULL;"0.99";"0.98";NULL;NULL;"0.99"
"Philippines";"29.6";"0.93";"0.88";"0.02";NULL;"0.87";NULL;"0.88";"0.87";NULL;NULL;"0.88"
"Kyrgyz Republic";"29.5";"0.98";"0.96";"0.96";NULL;"0.99";NULL;"0.88";"0.99";NULL;NULL;"0.96"
"Korea. Dem. People's Rep.";"29.4";"0.98";"0.93";NULL;NULL;"0.99";NULL;"0.99";NULL;NULL;NULL;"0.93"
"Egypt. Arab Rep.";"28.7";"0.98";"0.97";NULL;NULL;"0.96";NULL;"0.97";"0.96";NULL;NULL;"0.97"
"Algeria";"27.8";"0.99";"0.95";"0.95";NULL;"0.95";NULL;"0.95";NULL;NULL;NULL;"0.95"
"Solomon Islands";"26.5";"0.91";"0.87";"0.87";NULL;"0.74";NULL;"0.84";NULL;NULL;NULL;"0.83"
"Mongolia";"26.3";"0.99";"0.96";"0.96";NULL;"0.97";NULL;"0.96";"0.97";NULL;NULL;"0.96"
"Paraguay";"25.9";"0.93";"0.91";"0.91";NULL;"0.93";NULL;"0.89";"0.93";"0.56";"0.86";"0.91"
"Cabo Verde";"25.4";"0.99";"0.98";NULL;NULL;"0.97";NULL;"0.99";NULL;NULL;NULL;"0.99"
"Honduras";"24.6";"0.99";"0.97";"0.97";NULL;"0.98";NULL;"0.97";"0.98";"0.97";NULL;"0.97"
"Vanuatu";"23.8";"0.88";"0.73";NULL;NULL;"0.7";NULL;"0.74";NULL;NULL;NULL;"0.77"
"Nicaragua";"23.5";"0.99";"0.98";"0.98";NULL;"0.99";NULL;"0.99";"0.99";"0.98";NULL;"0.98"
"Suriname";"23.2";NULL;"0.84";"0.84";NULL;"0.87";NULL;"0.94";"0.87";NULL;"0.11";"0.94"
"Dominica";"23.1";"0.99";"0.98";"0.98";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.98"
"Viet Nam";"23.1";"0.94";"0.88";"0.63";NULL;"0.98";NULL;"0.94";NULL;NULL;NULL;"0.93"
"Trinidad and Tobago";"22.3";NULL;"0.9";"0.9";NULL;"0.92";NULL;"0.91";"0.92";NULL;"0.95";"0.9"
"Fiji";"22.2";"0.99";"0.99";"0.99";NULL;"0.96";NULL;"0.99";"0.96";NULL;NULL;"0.99"
"West Bank and Gaza";"22.1";"0.98";"0.98";"0.99";NULL;"0.98";NULL;"0.99";"0.94";NULL;NULL;"0.99"
"St. Vincent and the Grenadines";"21";"0.9";"0.99";"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Kazakhstan";"20.4";"0.96";"0.99";"0.96";NULL;"0.99";NULL;"0.98";"0.99";NULL;NULL;"0.99"
"Jordan";"20.2";"0.95";"0.98";"0.98";NULL;"0.98";NULL;"0.98";"0.95";NULL;NULL;"0.98"
"Peru";"20.1";"0.95";"0.93";"0.93";NULL;"0.94";"0.83";"0.92";"0.94";"0.75";"0.61";"0.93"
"Palau";"19.5";NULL;"0.8";"0.66";NULL;"0.39";"0.45";"0.68";"0.39";"0.76";NULL;"0.69"
"Iran. Islamic Rep.";"19.3";"0.99";"0.99";NULL;NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Samoa";"19.3";"0.87";"0.72";"0.7";NULL;"0.56";NULL;"0.74";"0.56";NULL;NULL;"0.78"
"El Salvador";"19.2";"0.96";"0.89";"0.89";NULL;"0.92";"0.69";"0.89";"0.92";"0.9";NULL;"0.89"
"Mexico";"19.2";"0.98";"0.93";"0.95";NULL;"0.95";"0.92";"0.95";"0.95";"0.9";NULL;"0.95"
"Jamaica";"19";"0.95";"0.94";"0.94";NULL;"0.89";NULL;"0.94";"0.89";NULL;NULL;"0.94"
"Syrian Arab Republic";"19";"0.97";"0.84";"0.8";NULL;"0.82";NULL;"0.83";"0.82";NULL;NULL;"0.8"
"Ecuador";"18.9";"0.98";"0.9";"0.9";NULL;"0.95";"0.17";"0.88";"0.95";"0.94";"0.81";"0.91"
"Tunisia";"18.9";"0.98";"0.98";NULL;NULL;"0.97";NULL;"0.98";NULL;NULL;NULL;"0.98"
"Belize";"18.7";"0.98";"0.96";"0.96";NULL;"0.98";NULL;"0.96";"0.98";NULL;NULL;"0.96"
"Armenia";"18.6";"0.95";"0.94";"0.48";NULL;"0.97";NULL;"0.96";"0.97";NULL;NULL;"0.94"
"Brazil";"18.6";"0.99";"0.96";"0.99";NULL;"0.99";"0.24";"0.99";"0.99";"0.83";"0.34";"0.99"
"Panama";"18.5";"0.99";"0.94";"0.94";NULL;"0.97";"0.48";"0.95";"0.97";"0.89";"0";"0.94"
"Colombia";"18.4";"0.84";"0.88";"0.88";NULL;"0.88";"0.22";"0.88";"0.88";"0.74";"0.79";"0.88"
"St. Kitts and Nevis";"18.2";"0.91";"0.96";"0.96";NULL;"0.99";NULL;"0.91";"0.99";NULL;NULL;"0.96"
"St. Lucia";"18";"0.97";"0.97";"0.97";NULL;"0.95";NULL;"0.97";"0.95";NULL;NULL;"0.97"
"Turkiye";"17.9";"0.97";"0.96";"0.97";NULL;"0.97";"0.93";"0.97";"0.97";NULL;NULL;"0.97"
"Venezuela. RB";"17.1";"0.92";"0.78";"0.78";NULL;"0.79";NULL;"0.74";"0.79";"0.49";"0.48";"0.78"
"Moldova";"17";"0.98";"0.98";"0.63";NULL;"0.97";NULL;"0.97";"0.97";NULL;NULL;"0.9"
"Libya";"16.6";"0.99";"0.98";"0.98";NULL;"0.98";NULL;"0.98";"0.98";NULL;NULL;"0.98"
"China";"15.7";"0.99";"0.99";NULL;NULL;"0.99";NULL;"0.99";"0.62";NULL;NULL;"0.99"
"Bahamas. The";"15.4";NULL;"0.98";"0.98";NULL;"0.94";"0.01";"0.97";"0.94";NULL;NULL;"0.99"
"Argentina";"14.5";"0.99";"0.94";"0.94";NULL;"0.95";NULL;"0.95";"0.95";NULL;"0.14";"0.94"
"Grenada";"14.5";NULL;"0.97";"0.97";NULL;"0.95";NULL;"0.94";"0.95";NULL;NULL;"0.97"
"Mauritius";"14.5";"0.99";"0.99";"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Barbados";"14.4";NULL;"0.86";"0.86";NULL;"0.85";"0.78";"0.9";"0.85";NULL;NULL;"0.86"
"Georgia";"14.1";"0.96";"0.95";"0.67";NULL;"0.94";NULL;"0.88";"0.94";NULL;NULL;"0.92"
"Seychelles";"14.1";"0.99";"0.99";"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Maldives";"13.9";"0.97";"0.97";NULL;NULL;"0.97";NULL;"0.97";"0.96";NULL;NULL;"0.96"
"Albania";"13.3";"0.99";"0.99";"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Tonga";"13.2";"0.99";"0.99";"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Lebanon";"12.6";NULL;"0.81";"0.83";NULL;"0.8";NULL;"0.77";"0.8";NULL;NULL;"0.82"
"Thailand";"12.5";"0.99";"0.98";NULL;NULL;"0.98";NULL;"0.99";"0.98";NULL;NULL;"0.99"
"Romania";"12.4";"0.99";"0.98";NULL;NULL;"0.95";NULL;"0.94";"0.95";NULL;NULL;"0.94"
"Saudi Arabia";"12.2";"0.98";"0.98";"0.98";NULL;"0.98";"0.98";"0.98";"0.98";NULL;NULL;"0.98"
"Antigua and Barbuda";"11.9";NULL;"0.98";"0.98";NULL;"0.98";NULL;"0.99";"0.98";NULL;NULL;"0.98"
"Oman";"11.7";"0.99";"0.99";"0.99";NULL;"0.99";"0.99";"0.99";"0.99";NULL;NULL;"0.99"
"Ukraine";"11.7";"0.92";"0.48";"0.51";NULL;"0.56";NULL;"0.57";"0.56";NULL;NULL;"0.52"
"Sri Lanka";"11.2";"0.99";"0.99";"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Bulgaria";"10.8";"0.98";"0.95";"0.91";NULL;"0.97";"0.69";"0.94";"0.97";NULL;NULL;"0.94"
"Uruguay";"10.8";"0.99";"0.95";"0.95";NULL;"0.95";"0.91";"0.95";"0.95";NULL;NULL;"0.95"
"Kuwait";"10.7";"0.98";"0.99";"0.98";NULL;"0.98";"0.98";"0.98";"0.98";NULL;NULL;"0.98"
"Costa Rica";"10.5";"0.88";"0.89";"0.9";NULL;"0.83";"0.94";"0.93";"0.83";NULL;NULL;"0.88"
"Russian Federation";"10.4";"0.96";"0.97";NULL;NULL;"0.98";NULL;"0.98";"0.98";NULL;NULL;"0.97"
"North Macedonia";"10.3";"0.96";"0.9";"0.89";NULL;"0.98";NULL;"0.95";"0.98";NULL;NULL;"0.95"
"Brunei Darussalam";"9.7";"0.95";"0.96";"0.95";NULL;"0.94";NULL;"0.99";"0.94";NULL;NULL;"0.95"
"Qatar";"9.1";"0.99";"0.97";"0.97";NULL;"0.99";"0.97";"0.98";"0.99";"0.55";NULL;"0.97"
"United Arab Emirates";"8.8";"0.98";"0.94";"0.94";NULL;"0.94";"0.94";"0.94";"0.94";NULL;NULL;"0.94"
"Bahrain";"8.7";NULL;"0.99";"0.99";NULL;"0.99";"0.99";"0.99";"0.99";"0.59";NULL;"0.99"
"Chile";"8.7";"0.95";"0.92";"0.92";NULL;"0.93";NULL;"0.92";"0.93";NULL;NULL;"0.92"
"Malaysia";"8.1";"0.99";"0.96";"0.95";NULL;"0.95";NULL;"0.96";"0.95";NULL;NULL;"0.96"
"Latvia";"7.8";"0.92";"0.91";"0.9";NULL;"0.95";NULL;"0.92";"0.95";NULL;NULL;"0.92"
"Serbia";"7.6";"0.99";"0.89";"0.91";NULL;"0.95";NULL;"0.91";"0.95";NULL;NULL;"0.91"
"United States";"7.3";NULL;"0.92";"0.9";NULL;"0.92";"0.93";"0.93";"0.92";"0.59";NULL;"0.95"
"Malta";"6.9";NULL;"0.75";"0.76";NULL;"0.73";NULL;"0.76";"0.73";NULL;NULL;"0.76"
"Slovak Republic";"6.9";"0.98";"0.99";"0.99";NULL;"0.98";"0.99";"0.99";"0.98";NULL;NULL;"0.99"
"Bosnia and Herzegovina";"6.7";"0.96";"0.89";"0.83";NULL;"0.91";NULL;"0.9";"0.91";NULL;NULL;"0.89"
"Montenegro";"6.6";"0.95";"0.9";"0.9";NULL;"0.9";NULL;"0.93";"0.9";NULL;NULL;"0.94"
"Cuba";"6.2";"0.99";"0.96";"0.96";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.96"
"New Zealand";"6.2";NULL;"0.9";"0.89";NULL;"0.91";"0.89";"0.93";"0.91";NULL;NULL;"0.93"
"Lithuania";"6.1";"0.99";"0.94";"0.95";NULL;"0.96";NULL;"0.95";"0.96";NULL;NULL;"0.95"
"Hungary";"6";"0.99";NULL;"0.99";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Poland";"6";"0.93";"0.98";"0.99";NULL;"0.98";NULL;"0.96";"0.98";NULL;NULL;"0.99"
"Canada";"5.7";NULL;"0.56";"0.9";NULL;"0.9";"0.58";"0.9";"0.9";NULL;NULL;"0.89"
"Belarus";"5.6";"0.99";"0.96";"0";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.98"
"Croatia";"5.5";"0.99";"0.97";"0.97";NULL;"0.96";NULL;"0.97";"0.96";NULL;NULL;"0.97"
"United Kingdom";"5.2";NULL;NULL;"0.94";NULL;"0.89";"0.89";"0.94";"0.89";NULL;NULL;"0.94"
"Australia";"4.8";NULL;"0.92";"0.92";NULL;"0.94";"0.91";"0.92";"0.94";"0.84";NULL;"0.92"
"Andorra";"4.6";NULL;"0.96";"0.98";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Estonia";"4.6";"0.97";"0.94";"0.94";NULL;"0.95";NULL;"0.94";"0.95";NULL;NULL;"0.94"
"Israel";"4.6";NULL;"0.97";"0.95";NULL;"0.96";NULL;"0.95";"0.96";NULL;NULL;"0.95"
"Switzerland";"4.6";NULL;NULL;"0.95";NULL;"0.92";"0.37";"0.96";"0.92";NULL;NULL;"0.95"
"Belgium";"4.5";NULL;"0.97";"0.98";NULL;"0.95";NULL;"0.98";"0.95";NULL;NULL;"0.98"
"Netherlands";"4.4";NULL;NULL;"0.97";NULL;"0.96";"0.96";"0.97";"0.96";NULL;NULL;"0.97"
"Austria";"4.3";NULL;"0.86";"0.86";NULL;"0.8";NULL;"0.86";"0.8";"0.61";NULL;"0.86"
"France";"4.2";NULL;"0.64";"0.97";NULL;"0.89";"0.89";"0.99";"0.89";NULL;NULL;"0.99"
"Germany";"4.2";NULL;"0.88";"0.93";NULL;"0.97";"0.85";"0.94";"0.97";NULL;NULL;"0.96"
"Ireland";"4.2";"0.3";"0.46";"0.94";NULL;"0.9";"0.43";"0.94";"0.9";NULL;NULL;"0.94"
"Denmark";"4.1";NULL;NULL;"0.9";NULL;"0.85";"0.88";"0.9";"0.85";NULL;NULL;"0.9"
"Korea. Rep.";"4.1";"0.96";"0.94";NULL;NULL;"0.98";NULL;"0.95";"0.98";NULL;NULL;"0.94"
"Greece";"4";NULL;"0.95";"0.83";NULL;"0.99";NULL;"0.99";"0.99";NULL;NULL;"0.99"
"Italy";"4";NULL;"0.96";"0.95";NULL;"0.91";"0.71";"0.96";"0.91";NULL;NULL;"0.96"
"Monaco";"4";"0.89";"0.99";"0.99";NULL;"0.93";NULL;"0.99";"0.93";NULL;NULL;"0.99"
"Portugal";"3.8";"0.96";"0.97";"0.97";NULL;"0.96";NULL;"0.97";"0.96";NULL;NULL;"0.98"
"Spain";"3.8";NULL;"0.97";"0.97";NULL;"0.95";NULL;"0.97";"0.95";NULL;NULL;"0.97"
"Cyprus";"3.4";NULL;"0.96";"0.96";NULL;"0.87";NULL;"0.99";"0.87";NULL;NULL;"0.99"
"Czechia";"3.4";NULL;"0.99";"0.99";NULL;"0.98";NULL;"0.99";"0.98";NULL;NULL;"0.99"
"Norway";"3.3";NULL;NULL;"0.94";NULL;"0.93";"0.91";"0.93";"0.93";NULL;NULL;"0.93"
"Japan";"3.2";"0.99";NULL;NULL;NULL;"0.94";NULL;"0.98";"0.94";NULL;NULL;"0.97"
"Slovenia";"3.2";NULL;NULL;"0.96";NULL;"0.95";NULL;"0.96";"0.95";NULL;NULL;"0.96"
"Sweden";"3.1";"0.23";NULL;"0.98";NULL;"0.97";"0.98";"0.98";"0.97";NULL;NULL;"0.98"
"Finland";"3";NULL;NULL;"0.99";NULL;"0.98";"0.92";"0.99";"0.98";"0.93";NULL;"0.99"
"Luxembourg";"2.8";NULL;"0.94";"0.99";NULL;"0.96";"0.86";"0.96";"0.96";"0.87";NULL;"0.99"
"Singapore";"2.8";"0.99";"0.96";NULL;NULL;"0.95";"0.22";"0.96";"0.95";NULL;NULL;"0.96"
"Iceland";"2.7";NULL;NULL;"0.96";NULL;"0.93";NULL;"0.96";"0.93";NULL;NULL;"0.96"
"San Marino";"2.6";NULL;"0.89";"0.88";NULL;"0.88";NULL;"0.89";"0.88";NULL;NULL;"0.9"
